年度,食品群,検体名,Bacteria,Serotype,検体数,陽性数,品目カテゴリ
2012,食肉,食肉加工品*4,カンピロバクター,-,0,-,実施自治体選定品目
2012,食肉,食肉加工品*4,サルモネラ属菌,-,3,0,実施自治体選定品目
2012,食肉,食肉加工品*4,腸管出血性大腸菌,O111,3,0,実施自治体選定品目
2012,食肉,食肉加工品*4,腸管出血性大腸菌,O157,3,0,実施自治体選定品目
2012,食肉,食肉加工品*4,腸管出血性大腸菌,O26,3,0,実施自治体選定品目
2013,加工品,漬物,E.coli,-,471,36,厚生労働省指定品目
2013,加工品,漬物,サルモネラ属菌,-,308,0,厚生労働省指定品目
2013,加工品,漬物,腸管出血性大腸菌,O111,381,0,厚生労働省指定品目
2013,加工品,漬物,腸管出血性大腸菌,O157,381,0,厚生労働省指定品目
2013,加工品,漬物,腸管出血性大腸菌,O26,381,0,厚生労働省指定品目
2013,野菜,その他*1の生食用野菜,E.coli,-,148,17,厚生労働省指定品目
2013,野菜,その他*1の生食用野菜,サルモネラ属菌,-,81,0,厚生労働省指定品目
2013,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O111,95,0,厚生労働省指定品目
2013,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O157,95,0,厚生労働省指定品目
2013,野菜,その他*1の生食用野菜,腸管出血性大腸菌,O26,95,0,厚生労働省指定品目
2013,野菜,ねぎ,E.coli,-,18,3,厚生労働省指定品目
2013,野菜,ねぎ,サルモネラ属菌,-,10,0,厚生労働省指定品目
2013,野菜,ねぎ,腸管出血性大腸菌,O111,12,0,厚生労働省指定品目
2013,野菜,ねぎ,腸管出血性大腸菌,O157,12,0,厚生労働省指定品目
2013,野菜,ねぎ,腸管出血性大腸菌,O26,12,0,厚生労働省指定品目
2013,野菜,みつば,E.coli,-,45,13,厚生労働省指定品目
2013,野菜,みつば,サルモネラ属菌,-,22,0,厚生労働省指定品目
2013,野菜,みつば,腸管出血性大腸菌,O111,33,0,厚生労働省指定品目
2013,野菜,みつば,腸管出血性大腸菌,O157,33,0,厚生労働省指定品目
2013,野菜,みつば,腸管出血性大腸菌,O26,33,0,厚生労働省指定品目
2013,野菜,もやし,E.coli,-,116,53,厚生労働省指定品目
2013,野菜,もやし,サルモネラ属菌,-,72,0,厚生労働省指定品目
2013,野菜,もやし,腸管出血性大腸菌,O111,85,0,厚生労働省指定品目
2013,野菜,もやし,腸管出血性大腸菌,O157,85,0,厚生労働省指定品目
2013,野菜,もやし,腸管出血性大腸菌,O26,85,0,厚生労働省指定品目
2013,野菜,アルファルファ,E.coli,-,22,4,厚生労働省指定品目
2013,野菜,アルファルファ,サルモネラ属菌,-,8,0,厚生労働省指定品目
2013,野菜,アルファルファ,腸管出血性大腸菌,O111,12,0,厚生労働省指定品目
2013,野菜,アルファルファ,腸管出血性大腸菌,O157,12,0,厚生労働省指定品目
2013,野菜,アルファルファ,腸管出血性大腸菌,O26,12,0,厚生労働省指定品目
2013,野菜,カイワレ,E.coli,-,77,11,厚生労働省指定品目
2013,野菜,カイワレ,サルモネラ属菌,-,57,0,厚生労働省指定品目
2013,野菜,カイワレ,腸管出血性大腸菌,O111,62,0,厚生労働省指定品目
2013,野菜,カイワレ,腸管出血性大腸菌,O157,62,0,厚生労働省指定品目
2013,野菜,カイワレ,腸管出血性大腸菌,O26,62,0,厚生労働省指定品目
2013,野菜,カット野菜,E.coli,-,283,11,厚生労働省指定品目
2013,野菜,カット野菜,サルモネラ属菌,-,227,0,厚生労働省指定品目
2013,野菜,カット野菜,腸管出血性大腸菌,O111,196,0,厚生労働省指定品目
2013,野菜,カット野菜,腸管出血性大腸菌,O157,196,0,厚生労働省指定品目
2013,野菜,カット野菜,腸管出血性大腸菌,O26,196,0,厚生労働省指定品目
2013,野菜,キャベツ,E.coli,-,14,0,厚生労働省指定品目
2013,野菜,キャベツ,サルモネラ属菌,-,9,0,厚生労働省指定品目
2013,野菜,キャベツ,腸管出血性大腸菌,O111,10,0,厚生労働省指定品目
2013,野菜,キャベツ,腸管出血性大腸菌,O157,10,0,厚生労働省指定品目
2013,野菜,キャベツ,腸管出血性大腸菌,O26,10,0,厚生労働省指定品目
2013,野菜,キュウリ,E.coli,-,118,8,厚生労働省指定品目
2013,野菜,キュウリ,サルモネラ属菌,-,64,0,厚生労働省指定品目
2013,野菜,キュウリ,腸管出血性大腸菌,O111,59,0,厚生労働省指定品目
2013,野菜,キュウリ,腸管出血性大腸菌,O157,59,0,厚生労働省指定品目
2013,野菜,キュウリ,腸管出血性大腸菌,O26,59,0,厚生労働省指定品目
2013,野菜,サラダ菜,E.coli,-,18,3,厚生労働省指定品目
2013,野菜,サラダ菜,サルモネラ属菌,-,12,0,厚生労働省指定品目
2013,野菜,サラダ菜,腸管出血性大腸菌,O111,10,0,厚生労働省指定品目
2013,野菜,サラダ菜,腸管出血性大腸菌,O157,10,0,厚生労働省指定品目
2013,野菜,サラダ菜,腸管出血性大腸菌,O26,10,0,厚生労働省指定品目
2013,野菜,トマト,E.coli,-,144,3,厚生労働省指定品目
2013,野菜,トマト,サルモネラ属菌,-,77,0,厚生労働省指定品目
2013,野菜,トマト,腸管出血性大腸菌,O111,67,0,厚生労働省指定品目
2013,野菜,トマト,腸管出血性大腸菌,O157,67,0,厚生労働省指定品目
2013,野菜,トマト,腸管出血性大腸菌,O26,67,0,厚生労働省指定品目
2013,野菜,ブロッコリースプラウト,E.coli,-,7,2,厚生労働省指定品目
2013,野菜,ブロッコリースプラウト,サルモネラ属菌,-,3,0,厚生労働省指定品目
2013,野菜,ブロッコリースプラウト,腸管出血性大腸菌,O111,3,0,厚生労働省指定品目
2013,野菜,ブロッコリースプラウト,腸管出血性大腸菌,O157,3,0,厚生労働省指定品目
2013,野菜,ブロッコリースプラウト,腸管出血性大腸菌,O26,3,0,厚生労働省指定品目
2013,野菜,ホウレンソウ,E.coli,-,15,2,厚生労働省指定品目
2013,野菜,ホウレンソウ,サルモネラ属菌,-,11,0,厚生労働省指定品目
2013,野菜,ホウレンソウ,腸管出血性大腸菌,O111,12,0,厚生労働省指定品目
2013,野菜,ホウレンソウ,腸管出血性大腸菌,O157,12,0,厚生労働省指定品目
2013,野菜,ホウレンソウ,腸管出血性大腸菌,O26,12,0,厚生労働省指定品目
2013,野菜,レタス,E.coli,-,121,6,厚生労働省指定品目
2013,野菜,レタス,サルモネラ属菌,-,85,0,厚生労働省指定品目
2013,野菜,レタス,腸管出血性大腸菌,O111,88,0,厚生労働省指定品目
2013,野菜,レタス,腸管出血性大腸菌,O157,88,0,厚生労働省指定品目
2013,野菜,レタス,腸管出血性大腸菌,O26,88,0,厚生労働省指定品目
2013,野菜,水菜,E.coli,-,82,10,厚生労働省指定品目
2013,野菜,水菜,サルモネラ属菌,-,50,0,厚生労働省指定品目
2013,野菜,水菜,腸管出血性大腸菌,O111,59,0,厚生労働省指定品目
2013,野菜,水菜,腸管出血性大腸菌,O157,59,0,厚生労働省指定品目
2013,野菜,水菜,腸管出血性大腸菌,O26,59,0,厚生労働省指定品目
2013,野菜,漬け物野菜,E.coli,-,268,18,厚生労働省指定品目
2013,野菜,漬け物野菜,サルモネラ属菌,-,156,0,厚生労働省指定品目
2013,野菜,漬け物野菜,腸管出血性大腸菌,O111,199,0,厚生労働省指定品目
2013,野菜,漬け物野菜,腸管出血性大腸菌,O157,199,0,厚生労働省指定品目
2013,野菜,漬け物野菜,腸管出血性大腸菌,O26,199,0,厚生労働省指定品目
2013,野菜,豆苗,E.coli,-,13,3,厚生労働省指定品目
2013,野菜,豆苗,サルモネラ属菌,-,9,0,厚生労働省指定品目
2013,野菜,豆苗,腸管出血性大腸菌,O111,12,0,厚生労働省指定品目
2013,野菜,豆苗,腸管出血性大腸菌,O157,12,0,厚生労働省指定品目
2013,野菜,豆苗,腸管出血性大腸菌,O26,12,0,厚生労働省指定品目
2013,食肉,カットステーキ肉,E.coli,-,15,7,厚生労働省指定品目
2013,食肉,カットステーキ肉,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,カットステーキ肉,サルモネラ属菌,-,82,0,厚生労働省指定品目
2013,食肉,カットステーキ肉,腸管出血性大腸菌,O111,82,0,厚生労働省指定品目
2013,食肉,カットステーキ肉,腸管出血性大腸菌,O157,82,0,厚生労働省指定品目
2013,食肉,カットステーキ肉,腸管出血性大腸菌,O26,82,0,厚生労働省指定品目
2013,食肉,ミンチ肉（牛豚混合）,E.coli,-,17,12,厚生労働省指定品目
2013,食肉,ミンチ肉（牛豚混合）,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,ミンチ肉（牛豚混合）,サルモネラ属菌,-,89,4,厚生労働省指定品目
2013,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O111,89,0,厚生労働省指定品目
2013,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O157,89,0,厚生労働省指定品目
2013,食肉,ミンチ肉（牛豚混合）,腸管出血性大腸菌,O26,89,0,厚生労働省指定品目
2013,食肉,ミンチ肉（牛）,E.coli,-,10,7,厚生労働省指定品目
2013,食肉,ミンチ肉（牛）,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,ミンチ肉（牛）,サルモネラ属菌,-,55,1,厚生労働省指定品目
2013,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O111,55,0,厚生労働省指定品目
2013,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O157,55,0,厚生労働省指定品目
2013,食肉,ミンチ肉（牛）,腸管出血性大腸菌,O26,55,0,厚生労働省指定品目
2013,食肉,ミンチ肉（豚）,E.coli,-,15,10,厚生労働省指定品目
2013,食肉,ミンチ肉（豚）,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,ミンチ肉（豚）,サルモネラ属菌,-,119,5,厚生労働省指定品目
2013,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O111,119,0,厚生労働省指定品目
2013,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O157,119,0,厚生労働省指定品目
2013,食肉,ミンチ肉（豚）,腸管出血性大腸菌,O26,119,0,厚生労働省指定品目
2013,食肉,ミンチ肉（鶏）,E.coli,-,19,9,厚生労働省指定品目
2013,食肉,ミンチ肉（鶏）,カンピロバクター,-,,5,厚生労働省指定品目
2013,食肉,ミンチ肉（鶏）,サルモネラ属菌,-,31,15,厚生労働省指定品目
2013,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O111,30,0,厚生労働省指定品目
2013,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O157,30,0,厚生労働省指定品目
2013,食肉,ミンチ肉（鶏）,腸管出血性大腸菌,O26,30,0,厚生労働省指定品目
2013,食肉,ローストビーフ,E.coli,-,7,0,厚生労働省指定品目
2013,食肉,ローストビーフ,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,ローストビーフ,サルモネラ属菌,-,11,0,厚生労働省指定品目
2013,食肉,ローストビーフ,腸管出血性大腸菌,O111,10,0,厚生労働省指定品目
2013,食肉,ローストビーフ,腸管出血性大腸菌,O157,10,0,厚生労働省指定品目
2013,食肉,ローストビーフ,腸管出血性大腸菌,O26,10,0,厚生労働省指定品目
2013,食肉,中心部まで十分加熱されない食肉（鶏）*2,E.coli,-,20,16,厚生労働省指定品目
2013,食肉,中心部まで十分加熱されない食肉（鶏）*2,カンピロバクター,-,,3,厚生労働省指定品目
2013,食肉,中心部まで十分加熱されない食肉（鶏）*2,サルモネラ属菌,-,29,3,厚生労働省指定品目
2013,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O111,20,0,厚生労働省指定品目
2013,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O157,20,0,厚生労働省指定品目
2013,食肉,中心部まで十分加熱されない食肉（鶏）*2,腸管出血性大腸菌,O26,20,0,厚生労働省指定品目
2013,食肉,牛レバー（加熱加工用）,E.coli,-,2,2,厚生労働省指定品目
2013,食肉,牛レバー（加熱加工用）,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,牛レバー（加熱加工用）,サルモネラ属菌,-,3,0,厚生労働省指定品目
2013,食肉,牛レバー（加熱加工用）,腸管出血性大腸菌,O111,3,0,厚生労働省指定品目
2013,食肉,牛レバー（加熱加工用）,腸管出血性大腸菌,O157,3,0,厚生労働省指定品目
2013,食肉,牛レバー（加熱加工用）,腸管出血性大腸菌,O26,3,0,厚生労働省指定品目
2013,食肉,牛結着肉,E.coli,-,1,0,厚生労働省指定品目
2013,食肉,牛結着肉,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,牛結着肉,サルモネラ属菌,-,5,1,厚生労働省指定品目
2013,食肉,牛結着肉,腸管出血性大腸菌,O111,5,0,厚生労働省指定品目
2013,食肉,牛結着肉,腸管出血性大腸菌,O157,5,0,厚生労働省指定品目
2013,食肉,牛結着肉,腸管出血性大腸菌,O26,5,0,厚生労働省指定品目
2013,食肉,生食用の食肉（牛）,E.coli,-,,,厚生労働省指定品目
2013,食肉,生食用の食肉（牛）,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,生食用の食肉（牛）,サルモネラ属菌,-,2,0,厚生労働省指定品目
2013,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O111,1,0,厚生労働省指定品目
2013,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O157,1,0,厚生労働省指定品目
2013,食肉,生食用の食肉（牛）,腸管出血性大腸菌,O26,1,0,厚生労働省指定品目
2013,食肉,生食用の食肉（馬）,E.coli,-,55,8,厚生労働省指定品目
2013,食肉,生食用の食肉（馬）,カンピロバクター,-,,0,厚生労働省指定品目
2013,食肉,生食用の食肉（馬）,サルモネラ属菌,-,84,0,厚生労働省指定品目
2013,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O111,61,0,厚生労働省指定品目
2013,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O157,61,0,厚生労働省指定品目
2013,食肉,生食用の食肉（馬）,腸管出血性大腸菌,O26,61,0,厚生労働省指定品目
2013,食肉,生食用の食肉（鶏）,E.coli,-,10,8,厚生労働省指定品目
2013,食肉,生食用の食肉（鶏）,カンピロバクター,-,,5,厚生労働省指定品目
2013,食肉,生食用の食肉（鶏）,サルモネラ属菌,-,8,2,厚生労働省指定品目
2013,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O111,8,0,厚生労働省指定品目
2013,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O157,8,0,厚生労働省指定品目
2013,食肉,生食用の食肉（鶏）,腸管出血性大腸菌,O26,8,0,厚生労働省指定品目
2013,食肉,その他の加工用食肉等*3,E.coli,-,24,23,実施自治体選定品目
2013,食肉,その他の加工用食肉等*3,カンピロバクター,-,,11,実施自治体選定品目
2013,食肉,その他の加工用食肉等*3,サルモネラ属菌,-,38,12,実施自治体選定品目
2013,食肉,その他の加工用食肉等*3,腸管出血性大腸菌,O111,23,0,実施自治体選定品目
2013,食肉,その他の加工用食肉等*3,腸管出血性大腸菌,O157,23,0,実施自治体選定品目
2013,食肉,その他の加工用食肉等*3,腸管出血性大腸菌,O26,23,0,実施自治体選定品目
