Year,Food Handling Classification,Food Category,Food Name,Food details,Method,Organism,Concentration,Unit,Agency,Survey,Source URL,Access Date,Remarks
2018,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,6.90E+03,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.14, winter;"
2018,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,6.80E+03,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.15, winter;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,2.30E+03,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.16, winter;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,8.80E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.17, winter;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,3.00E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.18, winter;"
2018,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,<1E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.19, winter;"
2018,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,1.60E+05,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.20, winter;"
2018,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,5.00E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.21, winter;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,1.60E+03,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.22, winter;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,1.70E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.23, winter;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,1.50E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.24, winter;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,4.00E+05,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.25, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,<1E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.26, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,<1E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.27, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,1.30E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.28, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,9.00E+05,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.29, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,9.00E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.30, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,7.20E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.31, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,4.30E+05,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.32, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,1.00E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.33, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,6.90E+05,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.34, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,8.00E+03,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.35, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,<1E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.36, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,<1E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.37, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,5.50E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.38, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,7.60E+03,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.39, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,5.20E+07,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.40, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,5.00E+07,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.41, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,2.90E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.42, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,2.60E+04,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.43, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,<1E+02,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.44, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,4.30E+05,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.45, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,1E+06~1E+07,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.46, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,1E+05~1E+06,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.47, summer;"
2019,Non-edible Parts,Chicken,Cecal content,,plate_count,Campylobacter spp.,6.00E+03,CFU/g,National Institute of Health Sciences,The incidence of Campylobacter contamination levels through Chicken-Sashimi Processing steps in A Small-scale Poultry processing plant applying the External stripping method,https://www.jstage.jst.go.jp/article/jvms/84/3/84_21-0486/_pdf/-char/ja,,"others: Sample No.48, summer;"
2013,Ready-to-Eat (RTE),Vegetable or fruit and their products,Pickled foods,Lightly pickled vegetables,plate_count,Listeria monocytogenes,<10,CFU/g,Osaka Institute of Public Health,Prevalence of Listeria monocytogenes in Retail Lightly Pickled Vegetables and Its Successful Control at Processing Plants,https://www.sciencedirect.com/science/article/pii/S0362028X22097186,,
2013,Ready-to-Eat (RTE),Vegetable or fruit and their products,Pickled foods,Lightly pickled vegetables,plate_count,Listeria monocytogenes,<10,CFU/g,Osaka Institute of Public Health,Prevalence of Listeria monocytogenes in Retail Lightly Pickled Vegetables and Its Successful Control at Processing Plants,https://www.sciencedirect.com/science/article/pii/S0362028X22097186,,
2013,Ready-to-Eat (RTE),Vegetable or fruit and their products,Pickled foods,Lightly pickled vegetables,plate_count,Listeria monocytogenes,30,CFU/g,Osaka Institute of Public Health,Prevalence of Listeria monocytogenes in Retail Lightly Pickled Vegetables and Its Successful Control at Processing Plants,https://www.sciencedirect.com/science/article/pii/S0362028X22097186,,
2013,Ready-to-Eat (RTE),Vegetable or fruit and their products,Pickled foods,Lightly pickled vegetables,plate_count,Listeria monocytogenes,<10,CFU/g,Osaka Institute of Public Health,Prevalence of Listeria monocytogenes in Retail Lightly Pickled Vegetables and Its Successful Control at Processing Plants,https://www.sciencedirect.com/science/article/pii/S0362028X22097186,,
2013,Ready-to-Eat (RTE),Vegetable or fruit and their products,Pickled foods,Lightly pickled vegetables,plate_count,Listeria monocytogenes,<10,CFU/g,Osaka Institute of Public Health,Prevalence of Listeria monocytogenes in Retail Lightly Pickled Vegetables and Its Successful Control at Processing Plants,https://www.sciencedirect.com/science/article/pii/S0362028X22097186,,
